,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,CO2 Emissions(g/km),MakeAvg,Engine/Cylinders
55073,15,FULL-SIZE,6.6,12.0,AS8,Z,17.10010940224241,3.92,3.41296928327645,342.0,0.2328061192239942,0.5499999999999999
55074,10,COMPACT,2.0,4.0,AV10,X,18.24817518248175,4.967709885742673,8.278145695364238,170.0,0.13075557709860083,0.5
55077,6,SUV - SMALL,2.0,4.0,M6,X,7.052186177715092,29.637053434422885,6.172839506172839,236.0,0.34317101657882515,0.5
55086,13,SUV - SMALL,3.7,6.0,AV6,X,16.31,5.803830528148578,8.98472596585804,164.0,0.4616911152907516,0.6166666666666667
55087,14,SUV - SMALL,3.6,6.0,M6,X,4.79,6.097560975609756,5.302226935312832,289.0,0.014703742880091549,0.6
55088,15,SUV - STANDARD,4.4,8.0,AS8,Z,3.5161744022503516,42.879641595994386,4.66,310.0,0.2328061192239942,0.55
55090,12,MID-SIZE,1.8,4.0,AV,X,8.103727714748784,5.230125523012552,6.49772579597141,178.0,0.22159697078984808,0.45
55092,18,MID-SIZE,3.0,6.0,AS8,X,15.818940921905279,5.743825387708213,2.81,229.0,0.40917622032231027,0.5
55094,16,SUV - SMALL,2.4,4.0,A6,X,10.266940451745379,8.35,9.31098696461825,232.0,0.31251434751127427,0.6
55098,9,SUV - SMALL,2.0,4.0,AS10,Z,9.174311926605505,16.420361247947454,11.42,241.0,0.2613909546434631,0.5
55099,17,MID-SIZE,2.3,4.0,M6,Z,4.672897196261682,11.990407673860911,6.45,253.0,1.0,0.575
55102,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,21.428060062507342,66.55254430715864,5.1020408163265305,269.0,1.0,0.5499999999999999
55103,11,SUV - SMALL,2.5,5.0,AS6,X,6.27,60.676937679022394,6.8073519400953035,283.0,0.03366713263218451,0.5
55105,15,SUBCOMPACT,3.0,6.0,M6,Z,3.702332469455757,6.5487884741322855,4.6082949308755765,250.0,0.2328061192239942,0.5
55107,9,COMPACT,3.5,6.0,AS9,Z,5.34,4.07,4.681647940074907,225.0,0.2613909546434631,0.5833333333333334
55111,9,SUV - SMALL,3.0,6.0,AM7,Z,11.037527593818984,6.27,8.223684210526315,206.0,0.2613909546434631,0.5
55115,17,COMPACT,1.0,3.0,M6,X,6.28,2.938583602703497,4.15,99.0,1.0,0.3333333333333333
55117,7,STATION WAGON - SMALL,1.6,4.0,AM6,X,29.325513196480937,53.191188849906496,11.60092807424594,178.0,0.3722649650185522,0.4
55121,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,3.25,3.31,18.111532654369544,315.0,1.0,0.5833333333333334
55125,19,MID-SIZE,6.4,8.0,M6,Z,7.8186082877247856,33.333333333333336,11.94,552.4537928829574,0.11778104235512704,0.8
55127,6,SUV - SMALL,2.4,4.0,AS8,X,4.28,6.02,27.214341923513715,225.0,0.34317101657882515,0.6
55136,18,FULL-SIZE,2.3,4.0,AS6,X,3.1017369727047144,5.181347150259067,3.78,403.728468289045,0.40917622032231027,0.575
55137,17,SUV - SMALL,1.6,4.0,AS6,X,8.59106529209622,57.80346820809249,13.88888888888889,221.0,1.0,0.4
55142,15,SUV - SMALL,3.0,6.0,AS8,Z,22.79230537932998,9.345794392523365,5.51,536.4109934345578,0.2328061192239942,0.5
55152,7,COMPACT,1.6,4.0,M6,X,3.3244680851063833,30.3030303030303,5.540166204986149,223.0,0.3722649650185522,0.4
55158,5,COMPACT,3.6,6.0,A6,Z,2.6896180742334588,4.237288135593221,3.22,302.0,0.18105332461859827,0.6
55173,20,SUV - STANDARD,5.0,8.0,AS8,Z,6.626905235255136,13.071895424836601,8.51063829787234,372.0,0.07969935719583567,0.625
55179,16,TWO-SEATER,6.2,8.0,AS8,Z,6.451612903225806,4.065040650406504,5.11,347.0,0.31251434751127427,0.775
55186,12,MID-SIZE,2.5,4.0,AV,X,3.354579000335458,6.25,4.24,171.0,0.22159697078984808,0.625
55187,15,COMPACT,3.0,6.0,AS8,Z,4.75511174512601,57.25891651553928,5.61,216.0,0.2328061192239942,0.5
55195,17,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,15.32,2.99311583358276,5.37,282.0,1.0,0.45
55196,14,SUV - SMALL,6.2,8.0,A9,X,1.52,21.50537634408602,2.617801047120419,256.0,0.014703742880091549,0.775
55200,2,SUV - SMALL,2.5,4.0,AS6,X,10.75,40.38636567214611,8.865248226950355,191.0,0.0,0.625
55201,10,SUV - STANDARD,3.5,6.0,AS8,X,5.763688760806916,12.26,7.575757575757575,261.0,0.13075557709860083,0.5833333333333334
55206,16,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,7.616146230007615,7.246376811594203,7.434944237918216,251.0,0.31251434751127427,0.625
55210,12,SUV - SMALL,3.5,6.0,AV,X,23.529411764705884,7.57,12.077294685990339,230.0,0.22159697078984808,0.5833333333333334
55214,15,SUBCOMPACT,3.0,6.0,AS8,Z,27.457161743021306,3.629764065335753,3.522367030644593,223.0,0.2328061192239942,0.5
55216,11,COMPACT,2.0,4.0,AS6,X,7.621951219512195,28.27,11.350737797956867,250.0,0.03366713263218451,0.5
55218,19,SUV - SMALL,2.4,4.0,A4,X,42.51340372762044,27.027027027027028,8.347245409015025,266.0,0.11778104235512704,0.6
55226,5,COMPACT,2.0,4.0,AM7,Z,6.1500615006150054,5.319148936170213,5.75,224.0,0.18105332461859827,0.5
55227,10,MINICOMPACT,2.0,4.0,AS6,Z,3.4013605442176873,13.386880856760376,5.12,213.0,0.13075557709860083,0.5
55232,6,MID-SIZE,2.0,4.0,AS6,X,5.22,5.015045135406218,5.13,163.0,0.34317101657882515,0.5
55234,8,MID-SIZE,3.6,6.0,AV6,X,3.7593984962406015,5.46448087431694,4.38,230.0,0.16651708420640168,0.6
55236,17,VAN - PASSENGER,5.4,8.0,A4,E,3.7453183520599254,3.115264797507788,3.43,403.0,1.0,0.675
55240,1,COMPACT,2.0,4.0,AV,X,26.06178984550838,13.333333333333334,6.65,166.0,0.3734598273946921,0.5
55246,10,SUV - SMALL,2.5,4.0,AS6,X,11.560693641618496,25.097409535340653,6.8119891008174385,206.0,0.13075557709860083,0.625
55256,6,FULL-SIZE,1.6,4.0,AM6,X,12.254901960784313,23.474178403755868,15.62,107.0,0.34317101657882515,0.4
55261,16,MID-SIZE,1.5,4.0,A6,X,3.9682539682539684,7.6923076923076925,5.073566717402334,200.0,0.31251434751127427,0.375
55264,19,SUV - STANDARD,3.6,6.0,A8,X,5.82,5.449591280653951,5.649717514124294,276.0,0.11778104235512704,0.6
55267,7,MID-SIZE,2.4,4.0,AS6,X,47.908792506341705,8.064516129032258,6.775067750677507,181.0,0.3722649650185522,0.6
55277,3,MINICOMPACT,1.4,4.0,M5,X,15.600624024960998,5.714285714285714,8.77,167.0,0.567858610062776,0.35
55278,16,COMPACT,5.3,8.0,M6,Z,6.675567423230975,4.468275245755139,5.46,372.0,0.31251434751127427,0.6625
55279,7,COMPACT,1.5,4.0,AS6,X,7.0372976776917655,5.24,6.1,226.0,0.3722649650185522,0.375
55281,18,FULL-SIZE,1.4,4.0,AS6,Z,5.41,9.017132551848512,6.6,323.0,0.40917622032231027,0.35
55284,2,SUV - SMALL,2.0,4.0,AS6,X,24.330900243309,34.48275862068966,27.77777777777778,195.0,0.0,0.5
55287,4,SUV - SMALL,2.0,4.0,M5,X,5.714285714285714,24.59,8.695652173913045,214.0,0.10750999072159767,0.5
55290,13,SUBCOMPACT,3.6,6.0,AS8,Z,4.103405826836274,7.98,5.25,296.0,0.4616911152907516,0.6
55294,19,TWO-SEATER,8.4,10.0,M6,Z,4.67,34.54743704908957,4.51,418.0,0.11778104235512704,0.8400000000000001
55310,16,SUV - SMALL,2.4,4.0,A6,X,7.633587786259542,4.2,5.580357142857142,226.0,0.31251434751127427,0.6
55313,16,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,3.2,35.44685676640896,4.13,353.0,0.31251434751127427,0.6
55316,20,SUV - STANDARD,3.5,6.0,AS8,Z,5.899705014749263,25.310305475048448,4.25,384.0,0.07969935719583567,0.5833333333333334
55318,15,STATION WAGON - SMALL,2.0,4.0,A8,D,24.15213301469467,4.36,3.5100035100035103,107.0,0.2328061192239942,0.5
55320,19,MID-SIZE,3.0,6.0,A8,Z,8.771929824561402,23.145127444025494,5.871990604815032,343.0,0.11778104235512704,0.5
55321,1,MINIVAN,3.5,6.0,AS10,X,9.049773755656108,7.936507936507937,8.51063829787234,263.0,0.3734598273946921,0.5833333333333334
55323,14,SUV - SMALL,1.4,4.0,AV,X,18.16,7.204610951008645,10.787486515641856,230.0,0.014703742880091549,0.35
55325,16,SUV - STANDARD,5.3,8.0,A6,X,5.80046403712297,7.633587786259541,6.49772579597141,314.0,0.31251434751127427,0.6625
55330,8,SUV - SMALL,2.0,4.0,M5,X,36.49655655553861,10.99,6.203473945409429,205.0,0.16651708420640168,0.5
55348,15,SUBCOMPACT,3.5,6.0,AS8,Z,2.8384899233607723,18.62,4.589261128958238,318.0,0.2328061192239942,0.5833333333333334
55350,14,SUV - SMALL,2.0,4.0,AV,X,7.96,8.54,8.19672131147541,445.267696705434,0.014703742880091549,0.5
55352,1,SUV - SMALL,3.5,6.0,AS9,X,24.415286876929333,6.37,5.120327700972862,269.0,0.3734598273946921,0.5833333333333334
55353,15,COMPACT,3.0,6.0,AS8,Z,3.75,10.21450459652707,5.235602094240838,234.0,0.2328061192239942,0.5
55356,20,SUV - SMALL,2.4,4.0,AS9,Z,10.869565217391305,47.84688995215311,16.61,216.0,0.07969935719583567,0.6
55360,16,PICKUP TRUCK - STANDARD,5.3,8.0,A10,X,9.852216748768473,6.27,7.83,291.0,0.31251434751127427,0.6625
55379,12,STATION WAGON - SMALL,1.6,4.0,AV8,Z,7.462686567164178,8.920606601248885,8.05,208.0,0.22159697078984808,0.4
55381,5,COMPACT,1.4,4.0,AS8,X,18.867924528301884,5.45,8.94454382826476,173.0,0.18105332461859827,0.35
55385,19,FULL-SIZE,3.6,6.0,A8,E,4.366812227074236,8.96,5.675368898978434,235.0,0.11778104235512704,0.6
55386,16,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,28.571428571428573,5.347593582887701,9.67,285.0,0.31251434751127427,0.6625
55388,7,SUV - SMALL,2.4,4.0,AS6,X,17.79,6.8212824010914055,10.319917440660475,240.0,0.3722649650185522,0.6
55392,16,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,4.083299305839119,12.195121951219512,5.827505827505828,448.0,0.31251434751127427,0.5833333333333334
55393,17,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,4.92,4.08,4.5024763619991,281.0,1.0,0.5499999999999999
55398,16,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,21.73,11.655011655011656,15.625,269.0,0.31251434751127427,0.675
55401,15,SUV - STANDARD,3.0,6.0,AS8,Z,14.35,6.578947368421052,9.380863039399625,246.0,0.2328061192239942,0.5
55403,13,SUV - STANDARD,4.6,8.0,AS6,Z,4.016064257028112,6.48,4.84027105517909,398.0,0.4616911152907516,0.575
55411,7,STATION WAGON - SMALL,1.6,4.0,AS6,X,17.31,5.96,9.319664492078285,200.0,0.3722649650185522,0.4
55423,5,MID-SIZE,6.2,8.0,A6,Z,3.9808917197452227,11.03156988947963,2.75,265.0,0.18105332461859827,0.775
55426,15,COMPACT,3.0,6.0,M6,Z,3.7878787878787876,12.231164909444367,2.87,238.0,0.2328061192239942,0.5
55428,6,MID-SIZE,2.0,4.0,AS6,X,4.5,20.27,6.93000693000693,188.0,0.34317101657882515,0.5
55430,14,SUV - SMALL,5.7,8.0,A9,X,4.149377593360995,62.22,7.158196134574087,216.0,0.014703742880091549,0.7125
55432,14,SUV - STANDARD,3.6,6.0,A8,X,4.366812227074236,2.965599051008304,3.6,286.0,0.014703742880091549,0.6
55436,19,SUV - SMALL,3.6,6.0,A6,E,7.662835249042145,9.89,8.525149190110827,269.0,0.11778104235512704,0.6
55440,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,4.62,60.45018041783081,6.242197253433209,300.0,1.0,0.5833333333333334
55441,11,COMPACT,2.0,4.0,AS8,X,6.28140703517588,6.329113924050633,6.3,185.0,0.03366713263218451,0.5
55448,2,COMPACT,2.0,4.0,AS6,X,5.9171597633136095,3.7878787878787876,4.72,169.0,0.0,0.5
55449,17,PICKUP TRUCK - STANDARD,3.5,6.0,AS6,X,9.569377990430622,34.66042948424603,6.207324643078834,268.0,1.0,0.5833333333333334
55451,7,MID-SIZE,2.0,4.0,AS6,X,7.11,9.48,8.012820512820513,221.0,0.3722649650185522,0.5
55460,2,MID-SIZE,2.5,4.0,AS6,X,6.635700066357001,8.59,7.39,96.0,0.0,0.625
55477,17,SPECIAL PURPOSE VEHICLE,3.5,6.0,AS6,X,44.88624486590623,7.299270072992701,6.27,247.0,1.0,0.5833333333333334
55481,7,SUV - SMALL,2.4,4.0,AS6,X,24.096385542168672,11.904761904761905,16.39344262295082,229.0,0.3722649650185522,0.6
55482,12,MID-SIZE,1.8,4.0,AV,X,5.834305717619603,55.16855646514466,6.273525721455458,153.0,0.22159697078984808,0.45
55484,8,SUV - SMALL,2.5,4.0,AV6,X,6.756756756756757,10.75268817204301,8.123476848090982,207.0,0.16651708420640168,0.625
55485,16,VAN - CARGO,5.3,8.0,A4,X,13.333333333333334,14.83,14.005602240896359,427.0,0.31251434751127427,0.6625
55488,14,SUV - SMALL,2.4,4.0,M6,X,6.47,18.21493624772313,9.12,210.0,0.014703742880091549,0.6
55489,15,SUBCOMPACT,1.3,4.0,AS8,Z,18.90359168241966,58.73311303631265,13.986013986013985,240.0,0.2328061192239942,0.325
55496,17,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,4.284490145672665,19.6,6.609385327164573,324.0,1.0,0.625
55509,8,COMPACT,2.5,4.0,M6,Z,13.333333333333334,21.27,16.129032258064516,296.0,0.16651708420640168,0.625
55512,6,SUV - SMALL,3.5,6.0,AS6,X,11.22334455667789,8.82,10.0,220.0,0.34317101657882515,0.5833333333333334
55519,13,COMPACT,2.0,4.0,AV6,X,33.89830508474576,13.280212483399733,19.97,96.0,0.4616911152907516,0.5
55523,8,SUV - SMALL,2.5,4.0,M6,X,6.644518272425249,15.479876160990711,8.94,225.0,0.16651708420640168,0.625
55526,16,SUV - SMALL,1.5,4.0,A6,X,34.84320557491289,22.727272727272727,27.77777777777778,195.0,0.31251434751127427,0.375
55527,6,COMPACT,1.6,4.0,M6,X,5.649717514124294,36.6699732573534,6.056935190793458,176.0,0.34317101657882515,0.4
55530,12,TWO-SEATER,3.7,6.0,AS7,Z,2.32,17.006802721088437,3.8008361839604716,269.0,0.22159697078984808,0.6166666666666667
55532,17,SUV - SMALL,1.0,3.0,AS6,X,7.680491551459293,30.08,11.55,189.0,1.0,0.3333333333333333
55536,16,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,8.00640512409928,9.345794392523365,8.56,327.0,0.31251434751127427,0.6625
55537,20,SUV - STANDARD,3.0,6.0,AS8,Z,3.7864445285876562,4.564125969876769,4.1017227235438884,304.0,0.07969935719583567,0.5
55542,3,MINICOMPACT,1.4,4.0,A6,X,4.623208506703652,4.9800796812749,4.777830864787386,209.0,0.567858610062776,0.35
55552,13,SUV - SMALL,3.5,6.0,AV6,Z,7.288629737609329,46.41164274051852,6.54,189.0,0.4616911152907516,0.5833333333333334
55556,11,STATION WAGON - SMALL,2.0,4.0,AS8,X,4.5167118337850045,50.47937040615131,5.1840331778123385,189.0,0.03366713263218451,0.5
55565,17,SUBCOMPACT,5.0,8.0,AS6,X,16.81,62.69,25.07,308.0,1.0,0.625
55570,16,COMPACT,1.0,3.0,AS6,X,17.54385964912281,59.523809523809526,25.77319587628866,169.0,0.31251434751127427,0.3333333333333333
55572,2,SUV - SMALL,2.5,4.0,AS6,X,36.4963503649635,11.48,18.41620626151013,207.0,0.0,0.625
55574,2,MID-SIZE,2.5,4.0,AS6,X,30.71904109948912,14.084507042253522,7.627765064836003,193.0,0.0,0.625
55578,14,SUV - SMALL,3.6,6.0,M6,X,4.59,12.594458438287154,6.430868167202572,282.0,0.014703742880091549,0.6
55585,5,MID-SIZE,2.0,4.0,M6,D,16.86,7.32,10.626992561105206,192.0,0.18105332461859827,0.5
55591,12,MID-SIZE,3.5,6.0,AV7,Z,7.07,20.09,9.980039920159681,240.0,0.22159697078984808,0.5833333333333334
55600,15,COMPACT,3.0,6.0,AM7,Z,38.30443551804207,15.625,6.993006993006993,302.0,0.2328061192239942,0.5
55601,8,SUV - SMALL,2.0,4.0,AV,Z,6.426735218508997,12.515644555694617,8.23045267489712,223.0,0.16651708420640168,0.5
55603,4,SUV - SMALL,2.4,4.0,AV6,X,5.813953488372094,9.433962264150942,7.022471910112359,216.0,0.10750999072159767,0.6
55606,16,PICKUP TRUCK - STANDARD,2.0,4.0,A6,X,44.247787610619476,4.235493434985176,8.43,345.0,0.31251434751127427,0.5
55607,1,MINIVAN,2.4,4.0,AS10,X,3.6670333700036672,6.724949562878279,4.610419548178884,258.0,0.3734598273946921,0.6
55608,4,SUV - SMALL,2.0,4.0,AV6,X,3.7965072133637054,7.91,4.96,202.0,0.10750999072159767,0.5
55610,7,STATION WAGON - SMALL,1.6,4.0,AM6,X,45.3382146065321,6.96,6.195786864931846,159.0,0.3722649650185522,0.4
55620,10,COMPACT,2.0,4.0,AS7,X,8.87,9.900990099009901,9.30232558139535,188.0,0.13075557709860083,0.5
55629,7,STATION WAGON - SMALL,2.4,4.0,AS6,X,18.76172607879925,12.04,14.99,188.0,0.3722649650185522,0.6
55630,17,SUV - SMALL,2.0,4.0,AS6,X,15.082956259426847,11.22334455667789,13.054830287206267,242.0,1.0,0.5
55633,1,MID-SIZE,2.0,4.0,M6,X,12.11,10.17293997965412,11.11111111111111,162.0,0.3734598273946921,0.5
55634,7,SUV - SMALL,2.4,4.0,AS6,X,5.390835579514825,7.82472613458529,6.269592476489028,245.0,0.3722649650185522,0.6
55641,16,SUV - SMALL,2.4,4.0,A6,E,4.180602006688963,48.19127359423286,26.861519858818205,231.0,0.31251434751127427,0.6
55643,5,COMPACT,2.0,4.0,M6,Z,2.93,41.32231404958678,5.0428643469490675,212.0,0.18105332461859827,0.5
55644,17,VAN - CARGO,5.4,8.0,A4,E,16.982502047343907,44.14980102889822,4.24,410.0,1.0,0.675
55645,7,MINIVAN,3.3,6.0,AS8,X,38.46153846153846,11.363636363636363,18.57,282.0,0.3722649650185522,0.5499999999999999
55647,15,COMPACT,3.0,6.0,M6,Z,19.47577797119218,37.03703703703704,5.938242280285036,234.0,0.2328061192239942,0.5
55650,7,COMPACT,2.5,4.0,AV,X,23.529411764705884,5.52,9.523809523809524,107.0,0.3722649650185522,0.625
55651,12,SUV - SMALL,3.5,6.0,AV,X,23.1,9.27,13.88888888888889,235.0,0.22159697078984808,0.5833333333333334
55653,16,VAN - PASSENGER,6.0,8.0,A6,E,5.05050505050505,10.13,6.523157208088715,368.0,0.31251434751127427,0.75
55654,1,SUV - SMALL,3.5,6.0,A6,X,8.130081300813009,67.90845352903624,8.31255195344971,282.0,0.3734598273946921,0.5833333333333334
55656,13,MID-SIZE,3.5,6.0,AS6,X,10.35,38.46153846153846,15.46,453.0321140880052,0.4616911152907516,0.5833333333333334
55661,1,MINIVAN,3.5,6.0,AS10,X,14.29,56.778698666124306,9.83,251.0,0.3734598273946921,0.5833333333333334
55664,2,TWO-SEATER,2.0,4.0,M6,Z,16.077170418006432,46.41164274051852,8.928571428571427,194.0,0.0,0.5
55667,16,FULL-SIZE,1.8,4.0,AS6,X,5.1020408163265305,7.11,5.847953216374268,259.0,0.31251434751127427,0.45
55669,14,SUV - SMALL,3.6,6.0,M6,X,21.321961620469082,7.352941176470588,11.48,290.0,0.014703742880091549,0.6
55672,20,SUV - STANDARD,3.0,6.0,AS8,Z,3.4258307639602603,66.6128058145124,5.053057099545225,287.0,0.07969935719583567,0.5
55675,10,MID-SIZE,1.8,4.0,AV,X,9.94,30.92,14.31,170.0,0.13075557709860083,0.45
55676,17,SUV - STANDARD,3.5,6.0,AS6,X,29.434529358259464,9.132420091324201,5.0428643469490675,324.0,1.0,0.5833333333333334
55679,13,SUBCOMPACT,2.5,6.0,AS6,Z,4.82,7.42,5.72,216.0,0.4616911152907516,0.4166666666666667
55682,1,MID-SIZE,2.0,4.0,M6,X,5.555555555555555,31.401163757900438,5.602240896358543,208.0,0.3734598273946921,0.5
55686,1,COMPACT,1.5,4.0,M6,X,28.41759744185127,53.38892561143031,4.510599909788001,170.0,0.3734598273946921,0.375
55689,13,SUBCOMPACT,2.5,6.0,AS6,Z,20.510722694299016,5.58,4.366812227074235,227.0,0.4616911152907516,0.4166666666666667
55701,10,COMPACT,1.5,4.0,M6,X,8.403361344537815,10.881392818280741,9.363295880149813,158.0,0.13075557709860083,0.375
55703,7,STATION WAGON - SMALL,3.3,6.0,AM6,X,7.22,39.21568627450981,11.415525114155251,106.0,0.3722649650185522,0.5499999999999999
55704,17,MID-SIZE,2.0,4.0,AS6,X,4.9800796812749,5.0761421319796955,5.027652086475616,202.0,1.0,0.5
55706,18,FULL-SIZE,4.2,8.0,AS10,Z,5.03,3.7383177570093458,4.3535045711798,328.0,0.40917622032231027,0.525
55715,6,MID-SIZE,1.6,4.0,AM7,X,48.12492962446764,4.21,5.878894767783656,196.0,0.34317101657882515,0.4
55719,10,STATION WAGON - SMALL,2.4,4.0,A4,X,3.346720214190094,10.26,26.5792622070618,186.0,0.13075557709860083,0.6
55722,17,MID-SIZE,2.5,4.0,A6,X,4.142502071251036,24.48,6.62,223.0,1.0,0.625
55733,15,COMPACT,3.0,6.0,M6,Z,11.49425287356322,26.52519893899204,15.432098765432098,231.0,0.2328061192239942,0.5
55736,16,SUV - STANDARD,1.6,4.0,A6,E,2.13,61.93203308955195,18.534919132004156,553.6357539270198,0.31251434751127427,0.4
55745,15,TWO-SEATER,2.0,4.0,M6,Z,47.02,7.77000777000777,14.367816091954023,213.0,0.2328061192239942,0.5
55754,14,SUV - SMALL,3.2,6.0,A9,X,4.13,17.391304347826086,6.28140703517588,267.0,0.014703742880091549,0.5333333333333333
55755,16,TWO-SEATER,6.2,8.0,AS8,Z,13.003901170351105,26.79,16.93,313.0,0.31251434751127427,0.775
55761,14,SUV - SMALL,2.0,4.0,A9,X,6.523157208088715,13.88888888888889,8.55,223.0,0.014703742880091549,0.5
55766,9,COMPACT,2.4,4.0,AM8,Z,49.26108374384237,6.422607578676943,12.315270935960593,211.0,0.2613909546434631,0.6
55771,14,SUV - SMALL,3.6,6.0,A8,X,5.5865921787709505,18.17,8.11,271.0,0.014703742880091549,0.6
55785,15,COMPACT,4.4,8.0,M6,Z,4.587155963302752,8.1,5.681818181818182,327.0,0.2328061192239942,0.55
55789,15,SUBCOMPACT,3.0,6.0,AS8,Z,4.58,24.330900243309,7.209805335255949,238.0,0.2328061192239942,0.5
55790,16,SUBCOMPACT,6.2,8.0,AS10,Z,29.069767441860467,53.84089535205618,11.68,387.0,0.31251434751127427,0.775
55791,19,FULL-SIZE,3.6,6.0,A5,X,6.657789613848203,11.92,8.333333333333334,244.0,0.11778104235512704,0.6
55792,17,SUV - STANDARD,3.5,6.0,AS6,E,40.64902854753875,12.78,6.983240223463687,262.0,1.0,0.5833333333333334
55797,17,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,E,46.41164274051852,56.750450557335185,6.34,233.0,1.0,0.625
55800,15,STATION WAGON - SMALL,2.0,4.0,AS8,Z,31.636378467697444,23.866348448687347,8.695652173913043,215.0,0.2328061192239942,0.5
55801,16,SUV - STANDARD,3.6,6.0,AS9,X,7.087172218284905,6.134969325153374,6.63129973474801,259.0,0.31251434751127427,0.6
55803,5,COMPACT,2.0,4.0,AM6,D,13.642564802182811,16.501650165016503,14.792899408284024,125.0,0.18105332461859827,0.5
55804,15,COMPACT,4.4,8.0,AS8,Z,4.644681839294008,62.637677218942976,6.321112515802781,350.5716108569619,0.2328061192239942,0.55
55806,13,MID-SIZE,3.5,6.0,AS6,Z,14.619883040935672,14.265335235378032,14.46,252.0,0.4616911152907516,0.5833333333333334
55807,17,PICKUP TRUCK - STANDARD,2.3,4.0,AS10,X,3.190810465858328,5.157297576070139,3.85,447.783544099471,1.0,0.575
55809,17,SUV - SMALL,3.7,6.0,AS6,X,9.93,24.415286876929333,6.357279084551812,295.0,1.0,0.6166666666666667
55810,15,SUBCOMPACT,3.0,6.0,M6,Z,14.245014245014247,13.157894736842104,13.736263736263735,270.0,0.2328061192239942,0.5
55815,4,COMPACT,1.2,3.0,M5,X,17.921146953405017,20.70393374741201,19.083969465648853,173.0,0.10750999072159767,0.39999999999999997
55816,12,MID-SIZE,2.0,4.0,AV,X,7.8125,6.968641114982579,7.4128984432913265,160.80245859446603,0.22159697078984808,0.5
55820,16,COMPACT,6.2,8.0,AS6,Z,7.2992700729927,10.204081632653061,8.375209380234507,299.0,0.31251434751127427,0.775
55823,15,COMPACT,2.0,4.0,M6,Z,14.73,45.23,21.14164904862579,204.0,0.2328061192239942,0.5
55824,16,MID-SIZE,1.4,4.0,M6,X,4.597701149425287,6.439150032195751,5.277044854881266,199.0,0.31251434751127427,0.35
55825,6,MID-SIZE,2.0,4.0,M6,X,4.11522633744856,7.39,5.128205128205129,215.0,0.34317101657882515,0.5
55830,7,STATION WAGON - SMALL,1.6,4.0,M6,X,4.878048780487806,20.70393374741201,7.4074074074074066,215.0,0.3722649650185522,0.4
55841,19,FULL-SIZE,6.4,8.0,A8,Z,3.3112582781456954,7.639419404125286,4.448398576512456,311.0,0.11778104235512704,0.8
55847,12,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,16.58163985921143,62.5,20.32255092646141,232.0,0.22159697078984808,0.5833333333333334
55856,17,FULL-SIZE,3.5,6.0,AS6,X,17.170673815181512,7.16,4.164931278633902,298.0,1.0,0.5833333333333334
55860,11,MID-SIZE,3.0,6.0,AS6,X,5.9347181008902075,11.54,7.6,250.0,0.03366713263218451,0.5
55861,15,COMPACT,2.0,4.0,AS8,Z,2.1853146853146854,57.98,3.8610038610038613,204.0,0.2328061192239942,0.5
55862,15,COMPACT,2.0,4.0,AS8,Z,50.90309203798806,24.449877750611247,9.56022944550669,206.0,0.2328061192239942,0.5
55868,15,COMPACT,3.5,6.0,AS8,Z,10.24,10.822510822510822,10.493179433368311,288.0,0.2328061192239942,0.5833333333333334
55870,16,MID-SIZE,1.8,4.0,AS6,X,14.577259475218659,46.45490518490889,10.952902519167578,212.0,0.31251434751127427,0.45
55871,1,SUV - SMALL,3.5,6.0,A6,X,3.449465332873405,38.46153846153846,5.841121495327102,285.0,0.3734598273946921,0.5833333333333334
55872,6,MID-SIZE,2.0,4.0,AS6,X,8.34,16.15508885298869,10.660980810234541,201.0,0.34317101657882515,0.5
55876,10,PICKUP TRUCK - SMALL,3.5,6.0,AS6,X,7.524454477050415,11.467889908256879,8.9,277.0,0.13075557709860083,0.5833333333333334
55880,7,STATION WAGON - SMALL,2.0,4.0,AS6,X,45.70544002079061,27.41,8.9,210.0,0.3722649650185522,0.5
